title,year,total_sales
Trials Fusion,2015.0,0.25
Kung Fu Panda 2,2011.0,0.13
Little League World Series Baseball 2009,2009.0,0.13
Tom Clancy's Rainbow Six: Vegas,2007.0,0.75
Pro Yakyuu Team o Tsukurou!,2008.0,0.19
Thrillville,2006.0,0.2
Monochrome Fighter: Cross Road,2008.0,0.01
Muchi Muchi Pork & Pink Sweets,2011.0,0.02
Grand Slam Tennis 2,2012.0,0.24
Ranshima Monogatari Rare Land Story: Shoujo no Yakujou,2009.0,0.0
The Adventures of Darwin,2007.0,0.04
Doki Doki! Pretty Cure Narikiri Life!,2013.0,0.04
Puzzle Chronicles,2010.0,0.02
Bomberman Land,2008.0,0.17
The Crew: Wild Run,2015.0,0.02
Startopia,2001.0,0.0
Avatar: The Last Airbender,2006.0,0.33
Dead Rising,2016.0,0.08
Child of Light,2014.0,0.08
Ultimate Fighting Championship: Throwdown,2002.0,0.32
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011.0,0.06
MLB Power Pros 2008,2008.0,0.07
Imagine: Fashion Designer World Tour,2009.0,0.29
No More Heroes: Red Zone,2011.0,0.09
Hayarigami 3: Keishichou Kaii Jiken File,2009.0,0.01
Without Warning,2005.0,0.04
X-Blades,2009.0,0.0
Naruto: Ninja Council 2 - European Edition,2008.0,0.23
NBA Live 14,2013.0,0.24
NBA 2K12,2011.0,2.13
Hellboy: The Science of Evil,2008.0,0.04
SOCOM: U.S. Navy SEALs Fireteam Bravo,2005.0,1.12
Tak and the Power of Juju,2003.0,0.55
th!nk Logic Trainer,2009.0,0.01
Germany's Next Topmodel 2011,2011.0,0.02
Chicken Blaster,2009.0,0.04
PlayStation Move Ape Escape,2011.0,0.04
Totally Spies! 2: Undercover,2006.0,0.02
Destroyer Command,2002.0,0.0
Virtua Tennis 4,2011.0,0.24
WWE SmackDown vs Raw 2008,2007.0,0.12
Classic NES Series: Bomberman,2004.0,0.11
Tropico 5,2015.0,0.14
Pirates of the Caribbean: Dead Man's Chest,2006.0,0.26
World War II Combat: Road To Berlin,2006.0,0.03
Hyakko: Yorozuya Jikenbo!,2009.0,0.0
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2013.0,0.05
Culdcept SAGA,2008.0,0.16
Apache: Air Assault,2010.0,0.03
Return to PopoloCrois: A Story of Seasons Fairytale,2016.0,0.22
Skate 2,2009.0,1.09
World Tour Soccer 2003,2003.0,0.14
Garfield's Fun Fest,2008.0,0.11
Onechanbara: Bikini Zombie Slayers,2009.0,0.12
TrackMania Turbo,2016.0,0.1
Playmobil Knights,2010.0,0.06
Silent Hill: Shattered Memories,2010.0,0.31
Sly Cooper and the Thievius Raccoonus,2002.0,1.21
WildStar,2014.0,0.16
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,2012.0,0.12
WSC REAL 08: World Snooker Championship,2008.0,0.0
Tir Na Nog Yuukyuu no Jin,2009.0,0.0
Learn Geography,2009.0,0.07
Spinout,2008.0,0.0
MySims,2008.0,0.03
Bladestorm: Nightmare,2015.0,0.08
Gauntlet / Rampart,2005.0,0.03
Ghostbusters: The Video Game,2009.0,0.84
World Series Baseball 2K3,2003.0,0.15
Dark Fall: The Journal,2003.0,0.0
Poyopoyo Observation Diary,2012.0,0.02
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,2006.0,0.67
Call of Juarez: The Cartel,2011.0,0.12
Worms,2009.0,0.02
The * Kayou Generation,2009.0,0.0
Cesar Millan's Dog Whisperer,2008.0,0.05
Eureka Seven AO: Jungfrau no Hanabanatachi,2012.0,0.03
FIFA World Cup Germany 2006,2006.0,0.11
Hysteria Hospital: Emergency Ward,2009.0,0.0
Madden NFL 2002,2001.0,0.58
Hoppie,2011.0,0.02
Inazuma Eleven,2011.0,0.53
Pirates: Duels on the High Seas,2009.0,0.03
Dora the Explorer: Dora Saves the Snow Princess,2008.0,0.46
Warriors Orochi 2,2008.0,0.13
Jampack: Summer 2003 (RP-M),2003.0,0.31
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2009.0,0.14
MLB 11: The Show,2011.0,0.18
World's Scariest Police Chases,2001.0,0.36
WTA Tour Tennis,2002.0,0.05
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005.0,0.34
Naughty Bear,2010.0,0.44
Fat Princess: Fistful of Cake,2010.0,0.13
Rapala Pro Bass Fishing 2010,2010.0,0.4
Indianapolis 500 Evolution,2009.0,0.02
Zero Escape The Nonary Games,2017.0,0.04
Tom Clancy's Rainbow Six Vegas,2006.0,0.0
My Traffic X,2007.0,0.0
Hidden Invasion,2002.0,0.08
Bluebeard's Castle,2015.0,0.0
Cabela's Big Game Hunter: Pro Hunts,2014.0,0.02
Kiniro no Corda 3,2010.0,0.1
Rapala Pro Bass Fishing 2010,2010.0,0.08
Zac to Ombra: Maboroshi no Yuuenchi,2010.0,0.04
Adventure Time: The Secret of the Nameless Kingdom,2014.0,0.06
Sleeping Dogs: Definitive Edition,2014.0,0.44
Freedom Wings,2006.0,0.02
Legacy of Ys: Books I & II,2009.0,0.02
Shrek's Carnival Craze Party Games,2008.0,0.24
Mutant Football League: Dynasty Edition,2018.0,0.04
Scarface: The World is Yours,2006.0,0.49
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,2006.0,0.02
Wacky Races: Crash & Dash,2008.0,0.21
The Sims 2: Ikea Home Stuff,2008.0,0.08
King Arthur,2004.0,0.13
Agassi Tennis Generation,2003.0,0.09
Puyo Puyo Tetris,2014.0,0.05
Karumaruka Circle,2017.0,0.01
Rondo of Swords (jp sales),2008.0,0.01
WipeOut 3 The Game,2012.0,0.13
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,2001.0,0.39
Hulk,2003.0,0.33
Yooka-Laylee,2017.0,0.1
The Warriors,2007.0,0.28
Hanayamata: Yosakoi Live,2014.0,0.02
Summon Night 6: Lost Borders,2017.0,0.09
"Utatte Touch, Utouchi!!",2010.0,0.01
Medal of Honor: European Assault (All Region sales),2005.0,1.88
LEGO Indiana Jones 2: The Adventure Continues,2009.0,0.59
Yu-Gi-Oh! Double Pack,2006.0,0.28
Cabela's Dangerous Hunts 2,2005.0,0.03
The Beatles: Rock Band,2009.0,1.31
Classic NES Series: The Legend of Zelda,2004.0,0.89
Green Day: Rock Band,2010.0,0.41
Gothic 3: Forsaken Gods,2008.0,0.0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005.0,0.14
Curious George,2006.0,0.15
The Fairly Odd Parents: Game Boy Advance Video Volume 1,2004.0,0.43
Teenage Mutant Ninja Turtles (3DS),2013.0,0.01
Mech Platoon,2002.0,0.0
Memories Off 2nd,2008.0,0.01
Chevrolet Camaro: Wild Ride,2010.0,0.02
MLB 2004,2003.0,0.66
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,2006.0,0.05
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008.0,0.04
Magic Encyclopedia: Moonlight,2010.0,0.01
.hack//G.U. Vol.2//Reminisce (jp sales),2007.0,0.16
Jojo's Fashion Show: Design in a Dash!,2009.0,0.04
Area 51,2005.0,0.45
Tom Clancy's Rainbow Six: Vegas,2006.0,1.95
NBA 2K8,2007.0,0.6
Cabela's Big Game Hunter 2005 Adventures,2004.0,0.07
Hotel Giant DS,2008.0,0.01
Castle of Shikigami III,2007.0,0.01
Self-Defense Training Camp,2011.0,0.12
Worms 4: Mayhem,2005.0,0.0
The Bureau: XCOM Declassified,2013.0,0.05
Megamind: Ultimate Showdown,2010.0,0.15
Daniel X: The Ultimate Power,2010.0,0.07
Stranger of Sword City,2014.0,0.01
Desert Kingdom,2010.0,0.01
Superstars V8 Next Challenge,2011.0,0.01
Monster Bomber,2006.0,0.01
Dissidia: Final Fantasy Universal Tuning,2009.0,0.06
Mega Man Star Force Dragon / Leo / Pegasus,2007.0,0.95
Command & Conquer: Red Alert 2,2000.0,1.34
Just Dance 2015,2014.0,0.54
Cross Channel: In Memory of All People,2011.0,0.02
Shrek: Forever After,2010.0,0.29
Lucky * Star: Ryouou Gakuen Outousai,2008.0,0.1
Razor Freestyle Scooter,2001.0,0.01
Jikkyou Powerful Major League,2006.0,0.04
Animal Planet: Vet Collection,2010.0,0.05
Rune Factory: Tides of Destiny,2011.0,0.23
My First Dollhouse,2010.0,0.11
Halo Wars 2,2017.0,0.51
Matchbox Missions: 2 Game Pack!,2006.0,0.0
Zombi,2016.0,0.01
Rocket League,2015.0,0.12
Arcana Heart 3,2014.0,0.2
Crash Bandicoot: The Wrath of Cortex,2002.0,1.23
Divinity: Original Sin,2015.0,0.1
Sudoku Mania,2006.0,0.1
Rogue Trooper,2006.0,0.04
Land of the Dead: Road to Fiddler's Green,2005.0,0.06
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000.0,0.54
McGrath Vs. Pastrana Freestyle Motocross,2000.0,0.26
Def Jam Vendetta,2003.0,0.25
Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,2015.0,0.01
Disney Sing It,2008.0,1.19
Rugby Challenge 3,2016.0,0.05
Lunar Knights,2007.0,0.23
Defender,2002.0,0.09
Inazuma Eleven 3: Lighting Bolt / Bomb Blast,2013.0,0.09
Agassi Tennis Generation 2002,2003.0,0.0
Mega Man 11,2018.0,0.36
Pitfall: The Lost Expedition,2004.0,0.2
Akiba's Trip Plus,2012.0,0.08
Domino Rally,2009.0,0.05
Just Cause,2006.0,0.02
Cars 3: Driven to Win,2017.0,0.02
Secret Files: Tunguska,2010.0,0.06
Fight Night Round 2,2005.0,0.6
Durarara!! Relay,2015.0,0.02
Winter Sports 3: The Great Tournament,2010.0,0.05
Ro-Kyu-Bu! Lost Secret,2013.0,0.02
Rock 'N' Roll Adventures,2007.0,0.03
Reader Rabbit Kindergarten,2009.0,0.27
WRC 6,2017.0,0.08
Mana Khemia: Alchemists of Al-Revis,2008.0,0.06
Dragon Ball: Revenge of King Piccolo,2009.0,0.2
Tim Stockdale's Riding Star,2008.0,0.0
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,2008.0,0.57
Heavy Rain: Move Edition,2010.0,0.04
Saki Achiga-hen episode of side-A Portable,2013.0,0.02
Cradle of Rome,2008.0,0.24
Kamen Rider: Climax Heroes Fourze,2011.0,0.05
Minna to Issho,2011.0,0.02
Forza Horizon,2012.0,1.94
Moujuu-Tachi to Ohimesama,2016.0,0.02
Clever Kids: Creepy Crawlies,2009.0,0.0
Fortnite,2017.0,0.89
Conan Exiles,2018.0,0.06
Jikkyou Powerful Pro Yakyuu 2013,2013.0,0.1
Colin McRae Rally 3,2003.0,0.0
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009.0,0.03
IGI 2: Covert Strike,2003.0,0.0
Far Cry: Primal,2016.0,0.25
Remington Great American Bird Hunt,2009.0,0.44
Aikatsu Stars! My Special Appeal,2016.0,0.04
Final Fantasy XII International Zodiac Job System,2007.0,0.11
Jig-A-Pix: Wonderful World,2009.0,0.0
Sudoku Gridmaster,2006.0,0.17
Pokémon Rumble U,2013.0,0.0
Dishonored: Definitive Edition,2015.0,0.19
Adrenalin Misfits,2010.0,0.14
Project CARS 2,2017.0,0.2
World Soccer Winning Eleven 8 International,2005.0,0.09
I Spy: Fun House,2007.0,0.82
Goosebumps HorrorLand,2008.0,0.16
Chicken Shoot,2005.0,0.04
The Kore Gang,2011.0,0.04
WWE SmackDown vs. Raw 2009,2008.0,0.94
Ice Age 2: The Meltdown,2006.0,0.08
Chaotic: Shadow Warriors,2009.0,0.16
Monster Frenzy,2010.0,0.01
LEGO Indiana Jones: The Original Adventures,2008.0,3.76
NCAA Football 09,2008.0,0.71
DreamWorks Super Star Kartz,2011.0,0.12
Freaky Flyers,2003.0,0.01
Burnout 3: Takedown,2004.0,1.31
XS Moto,2004.0,0.0
Nobunaga's Ambition: Taishi,2018.0,0.06
Hannspree Ten Kate Honda: SBK Superbike World Championship,2008.0,0.04
Lumines: Electronic Symphony,2012.0,0.24
F1 2018,2018.0,0.53
Of Orcs and Men,2012.0,0.0
Mega Man Battle Network 2,2002.0,0.54
Tiger Woods PGA Tour 14,2013.0,0.39
College Hoops 2K6,2005.0,0.25
Spy Fiction,2004.0,0.04
Resident Evil 6,2012.0,3.12
Pro Yakyuu Netsu Star 2006,2006.0,0.14
Qubed,2009.0,0.08
Sea Dogs,2000.0,0.0
Crash Time III,2010.0,0.0
LEGO City Undercover,2017.0,0.3
Harry Potter for Kinect,2009.0,0.0
187: Ride or Die,2005.0,0.06
The Saboteur,2009.0,0.48
The LEGO Movie Videogame,2014.0,0.31
Choro Q,2004.0,0.02
Kingdoms of Amalur: Reckoning,2012.0,0.87
The Adventures of Tintin: The Game,2011.0,0.26
Wild ARMs 5 (jp sales),2007.0,0.12
LEGO Soccer Mania,2002.0,0.08
Rollcage Stage II,2000.0,0.09
Animal Planet: Vet Life,2009.0,0.09
Steel Battalion: Heavy Armor,2012.0,0.13
Madden NFL 16,2015.0,1.01
Tsuku Monogatari,2011.0,0.03
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,0.16
Spintires: MudRunner,2017.0,0.15
FlatOut: Ultimate Carnage,2007.0,0.11
Disney's Donald Duck Advance,2001.0,0.07
Jikkyou Powerful Pro Yakyuu 2010,2010.0,0.27
The History Channel: Great Battles - Medieval,2011.0,0.13
Hunter: The Reckoning  Wayward,2003.0,0.43
Marvel: Ultimate Alliance 2,2009.0,0.9
DanceDanceRevolution,2010.0,0.34
LifeSigns: Surgical Unit,2007.0,0.01
Forza Horizon 2,2014.0,0.83
Max Payne 2: The Fall of Max Payne,2003.0,0.03
Toki Collector's Edition,2018.0,0.05
Stolen,2005.0,0.01
Friends: The One with All the Trivia,2005.0,0.06
Thor: God of Thunder,2011.0,0.14
Mr. Driller: Drill Spirits,2004.0,0.14
Boulder Dash EX,2002.0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,2007.0,0.02
E.T. The Extra-Terrestrial: Interplanetary Mission,2002.0,0.04
X-Men Legends II: Rise of Apocalypse,2005.0,0.25
Guitar Hero II,2007.0,2.21
Ghost in the Shell: Stand Alone Complex,2004.0,0.16
DEATH NOTE: Kira Game,2007.0,0.12
SD Gundam: Gashapon Wars,2010.0,0.03
Mega Brain Boost,2008.0,0.01
The Crown of Midas,2011.0,0.0
Rise of the Tomb Raider,2016.0,2.07
Touch the Dead,2007.0,0.22
Baja: Edge of Control,2008.0,0.21
Just Dance 2017,2016.0,0.24
Major League Baseball 2K8,2008.0,0.31
Jikkyou Powerful Pro Yakyuu Portable 2,2007.0,0.09
Theatrhythm Final Fantasy: Curtain Call,2014.0,0.41
Mothergunship,2018.0,0.01
The House of the Dead 2 & 3 Return,2008.0,1.45
Magic Ball 4,2011.0,0.0
La Corda d'Oro 2ff,2017.0,0.01
Vitamin Z Revolution,2010.0,0.02
Impossible Mission,2007.0,0.06
Guitar Hero: Metallica,2009.0,0.93
Yu-Gi-Oh! The Dawn of Destiny,2004.0,0.31
Imagine: Cheerleader,2009.0,0.06
Hot Shots Golf 3,2002.0,2.89
Virtual Pool: Tournament Edition,2005.0,0.03
Alien Syndrome,2007.0,0.08
Tenkaichi * Sengoku Lovers,2010.0,0.03
Jewel Time Deluxe,2011.0,0.07
Lernerfolg Vorschule: Capt'n Sharky,2009.0,0.05
CSI: Dark Motives,2004.0,0.0
R.U.S.E.,2010.0,0.27
Soul Sacrifice Delta,2014.0,0.23
Doraemon 3: Nobi Dai no Machi SOS!,2000.0,0.15
FIFA Street 3,2008.0,0.32
Call of Duty: World at War,2008.0,0.89
Enigmatis 3: The Shadow Of Karkhala,2017.0,0.01
Terminator 3: The Redemption,2004.0,0.17
Tom Clancy's Rainbow Six: Vegas 2,2008.0,1.34
Sengoku Basara: Battle Heroes,2009.0,0.26
SWAT 4: The Stetchkov Syndicate,2006.0,0.0
Dino Dini's Kick Off Revival,2016.0,0.03
Teslagrad,2014.0,0.0
PES 2009: Pro Evolution Soccer,2008.0,0.8
Bad Apple Wars,2017.0,0.07
Doom (2016),2016.0,1.45
Cooking Mama: World Kitchen,2008.0,0.87
Deception III: Dark Delusion,2000.0,0.04
Dogz,2006.0,0.56
Just Dance 2016,2015.0,0.36
Cars 2,2011.0,0.0
Grand Theft Auto: Vice City,2002.0,16.15
Pro Evolution Soccer 2014,2013.0,0.25
DJ Hero 2,2010.0,0.62
Crime Scene,2010.0,0.02
Doukoku Soshite... Doukoku Soshite...,2018.0,0.01
Dancing with the Stars: We Dance!,2008.0,0.39
ABZU,2017.0,0.04
Hot Shots Tennis: Get a Grip,2010.0,0.23
Fashion Week Jr. Designer,2009.0,0.04
Virtua Striker 2002,2002.0,0.05
Cube,2007.0,0.02
Science Papa,2009.0,0.11
Mario & Sonic at the Olympic Winter Games,2009.0,3.47
Koezaru wa Akai Hana: Taiga wa Mirai o Tsugumu,2014.0,0.01
Alice: Madness Returns,2011.0,0.5
Crayola Scoot,2018.0,0.01
Deformers,2017.0,0.05
Tales of Graces,2009.0,0.22
Hakuoki: Reimeiroku DS,2012.0,0.01
Yakuza 1&2 HD EDITION,2012.0,0.11
Unbox: Newbie's Adventure,2017.0,0.01
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,2010.0,0.05
Super Robot Taisen R,2002.0,0.26
Makai Ouji: Devils and Realist - Dairiou no Hihou,2013.0,0.01
Thief: Deadly Shadows,2005.0,0.0
Payday 2,2013.0,0.47
Angry Birds: Star Wars,2013.0,0.28
Codename: Kids Next Door: Game Boy Advance Video Volume 1,2004.0,0.17
Neopets Petpet Adventures: The Wand of Wishing,2006.0,0.12
MapleStory DS,2010.0,0.03
Tales of Vesperia,2008.0,0.74
GrimGrimoire,2007.0,0.05
Power Pro Kun Pocket 2,2000.0,0.25
Vanquish,2010.0,0.42
Spyro: A Hero's Tail,2004.0,0.64
Pretty Cure All Stars Everyone Gather? Let's Dance!,2013.0,0.05
Labyrinth Cross Blood: Infinity,2013.0,0.03
Farming Simulator 2015,2015.0,0.42
Medal of Honor Heroes,2006.0,2.66
MLB 10: The Show,2010.0,0.21
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,2012.0,0.47
Valhalla Hills: Definitive Edition,2017.0,0.0
FIFA Street 2,2006.0,0.04
The Story of Noah's Ark,2010.0,0.09
Far East of Eden Ziria: Harukanaru Jipang,2006.0,0.0
ESA Game Pack,2010.0,0.12
"Ed, Edd n Eddy: The Mis-Edventures",2005.0,0.41
Dragon Quest Monsters 2,2014.0,0.79
Max Payne,2001.0,0.02
Secret Weapons Over Normandy,2003.0,0.0
Spore Creatures,2008.0,1.07
EverQuest II: Destiny of Velious,2011.0,0.06
The World Ends with You: Final Remix,2018.0,0.27
My Spanish Coach,2007.0,0.0
Undertale,2018.0,0.02
The Garfield Show: Threat of the Space Lasagna,2010.0,0.0
Fallout Anthology,2015.0,0.01
NeverDead,2012.0,0.1
F1 2017,2017.0,0.02
The Suffering,2004.0,0.42
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,0.11
SpongeBob's Atlantis SquarePantis,2007.0,0.44
Call of Duty: World at War,2008.0,5.43
Barbie Horse Adventures: Riding Camp,2008.0,0.19
Durarara!! 3-way Standoff,2010.0,0.05
Combat Elite: WWII Paratroopers,2005.0,0.06
Barnyard,2006.0,0.12
King's Field: Additional I,2006.0,0.01
Assassin's Creed: Brotherhood,2010.0,2.85
The Incredible Hulk: Ultimate Destruction,2005.0,0.15
One Piece Unlimited Cruise 2: Awakening of a Hero,2009.0,0.29
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,2010.0,0.07
GunGriffon Blaze,2000.0,0.11
Monster Jam: Crush It,2017.0,0.08
Guitar Hero III: Legends of Rock,2007.0,4.53
Heroes over Europe,2009.0,0.14
Fairy Tail: Portable Guild,2010.0,0.11
Zatch Bell! Electric Arena,2005.0,0.03
Farming Simulator 2014,2014.0,0.01
Full Spectrum Warrior,2004.0,0.0
Flowers: Natsu-hen,2015.0,0.01
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010.0,0.01
Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,2017.0,0.55
Wildlife Park 2,2006.0,0.0
Harry Potter and the Deathly Hallows - Part 2,2011.0,0.33
Shape Up,2014.0,0.18
I Spy Challenger!,2002.0,0.0
Fallout 4,2015.0,5.03
Jake Hunter Detective Story: Ghost of the Dusk,2018.0,0.05
Sengoku Basara 2 Heroes,2007.0,0.01
Fallout 76,2018.0,0.21
Dance Dance Revolution (North America),2001.0,0.15
Tomb Raider Chronicles,2000.0,0.61
TOCA Race Driver 3 Challenge,2007.0,0.0
ESPN Winter X Games: Snowboarding 2002,2000.0,0.21
Kokoro Connect: Yochi Random,2012.0,0.02
The Urbz: Sims in the City,2004.0,0.34
DmC Devil May Cry: Definitive Edition,2015.0,0.15
The Testament of Sherlock Holmes,2012.0,0.02
.hack//G.U. Last Recode,2017.0,0.24
Nintendogs + Cats Golden Retriever and New Friends,2011.0,0.01
Get Fit with Mel B,2010.0,0.39
Metal Gear Solid 2: Substance,2003.0,0.52
Dancing with the Stars,2007.0,0.16
Arc the Lad: Twilight of the Spirits,2003.0,0.36
Rocksmith 2014,2016.0,0.7
Dynasty Warriors 3,2002.0,0.08
Metal Gear Survive,2018.0,0.23
Deadliest Catch: Sea of Chaos,2010.0,0.12
WipEout Pure,2005.0,1.04
Phoenix Wright: Ace Attorney - Dual Destinies,2014.0,0.38
Marvel Pinball: Epic Collection Volume 1,2016.0,0.05
Madden NFL 2002,2001.0,0.61
Carol Vorderman's Sudoku,2007.0,0.08
The Elder Scrolls V: Skyrim Special Edition,2016.0,3.36
Mothergunship,2018.0,0.01
Castlevania: Curse of Darkness,2005.0,0.42
Sengoku BASARA Sanada Yukimura-den,2016.0,0.05
NBA 2K15,2014.0,1.74
Trigger Man,2004.0,0.02
Rio,2011.0,0.16
Leisure Suit Larry: Magna Cum Laude,2004.0,0.17
Pinball Hall of Fame: The Gottlieb Collection,2004.0,0.33
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003.0,0.03
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,1.29
Azure Striker Gunvolt: Striker Pack,2016.0,0.03
Hidden Expedition: The Crown of Solomon,2014.0,0.01
Evolution Skateboarding,2002.0,0.26
Seven Days: Anata to Sugosu Nanokakan,2018.0,0.0
Disney Infinity 2.0: Marvel Super Heroes,2014.0,1.04
Final Fantasy: The 4 Heroes of Light,2010.0,0.58
Frogger 2: Swampy's Revenge,2000.0,1.43
Harvest Moon: Magical Melody,2006.0,0.24
Rugrats: Royal Ransom,2002.0,0.35
Jillian Michaels Fitness Ultimatum 2010,2009.0,0.56
LEGO Rock Band,2009.0,0.56
PES 2009: Pro Evolution Soccer,2008.0,2.5
Pro Evolution Soccer 2010,2009.0,0.01
DanceMasters,2010.0,0.2
Yuki Yuna is a Hero: Memory of the Forest,2015.0,0.05
NCAA Football 09 All-Play,2008.0,0.16
Empires: Dawn of the Modern World,2003.0,0.0
Game of Thrones,2012.0,0.26
Gakuen Hetalia Portable,2011.0,0.04
Flips: Enid Blyton - Faraway Tree Stories,2009.0,0.0
Are You Alice?,2011.0,0.02
Power Gig: Rise of the SixString,2010.0,0.14
Shining Resonance Refrain,2018.0,0.08
The Elder Scrolls Online,2014.0,1.02
Saint Seiya: Soldiers' Soul,2015.0,0.05
Constantine,2005.0,0.06
Dead or Alive Paradise,2010.0,0.2
Britney's Dance Beat,2002.0,0.24
Spy Hunter: Nowhere To Run,2006.0,0.02
OZMAFIA!! -vivace-,2015.0,0.03
Prison Break: The Conspiracy,2010.0,0.0
Rose to Tasogare no Kojou,2016.0,0.04
Minecraft: Story Mode - Season Two,2017.0,0.27
Star Wars Episode I: Battle for Naboo,2000.0,0.26
Infinite Stratos 2: Ignition Hearts,2014.0,0.03
BioShock 2,2010.0,2.2
Bully: Scholarship Edition,2008.0,1.09
SWAT: Target Liberty,2007.0,0.04
RPG Tsukuru DS,2010.0,0.05
Red Faction,2001.0,1.92
Space Invaders Evolution,2006.0,0.0
WarioWare: Twisted!,2005.0,0.74
DK: King of Swing,2005.0,0.24
Sega Rally Championship,2003.0,0.01
Empire Earth III,2007.0,0.04
Pro Angler Moves,2012.0,0.01
Rare Replay,2015.0,0.78
Match 3 Madness,2011.0,0.05
XCOM 2,2016.0,0.19
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,2010.0,0.08
NBA 06,2005.0,0.22
Barbie Horse Adventures: Wild Horse Rescue,2003.0,0.06
Bust-A-Move Universe,2011.0,0.31
Song of the Deep,2016.0,0.15
Looney Tunes Racing,2000.0,0.29
Secrets of the Vatican: The Holy Lance,2009.0,0.0
UEFA Euro 2016,2016.0,0.1
New Game! The Challenge Stage!,2017.0,0.01
Fossil Fighters: Frontier,2015.0,0.42
Hammerin' Hero,2009.0,0.08
Doom II,2002.0,0.04
Call of Duty: Infinite Warfare,2016.0,8.48
Onimusha: Dawn of Dreams,2006.0,0.64
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",2015.0,0.01
"Ed, Edd n Eddy: Scam of the Century",2007.0,0.0
South Park: The Fractured But Whole,2018.0,0.14
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",2008.0,0.07
Fracture,2008.0,0.33
Tony Hawk's Underground 2,2004.0,0.0
Perimeter,2004.0,0.0
Vanguard Bandits,2000.0,0.07
InuYasha: Secret of the Divine Jewel,2007.0,0.09
Magicians Academy,2007.0,0.01
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006.0,0.04
Spawn: Armageddon,2003.0,0.17
Call of Juarez: Bound in Blood,2009.0,0.03
Toy Story 3: The Video Game,2010.0,0.0
Harukanaru Toki no Naka de: Maihitoyo,2006.0,0.04
Pure Pinball,2004.0,0.04
Legend: Hand of God,2008.0,0.02
SafeCracker: The Ultimate Puzzle Adventure,2009.0,0.14
Resident Evil 2,2003.0,0.06
Backyard NFL Football '10,2009.0,0.11
Elixir of Imortality,2015.0,0.0
Dynamic Chord feat. Reve Parfait: V Edition,2016.0,0.02
Let's Pilates!,2008.0,0.02
Virtua Tennis: World Tour (jp sales),2005.0,0.02
John Daly's ProStroke Golf,2010.0,0.0
Karaoke Revolution Presents American Idol Encore,2008.0,0.45
S.T.A.L.K.E.R.: Clear Sky,2008.0,0.03
LEGO Rock Band,2009.0,0.7
FIFA Soccer,2005.0,0.12
Akiba's Trip: Undead & Undressed,2014.0,0.16
The Thing,2002.0,0.2
Test Drive: Eve of Destruction,2004.0,0.09
Last Ranker,2010.0,0.13
Golden Time: Vivid Memories,2014.0,0.01
Hulk,2003.0,0.0
Medal of Honor: Frontline,2002.0,1.49
The Scorpion King: Sword of Osiris,2002.0,0.19
Call of Duty 2,2005.0,0.06
Time Hollow,2008.0,0.16
Anima - Gate of Memories,2017.0,0.04
Action Bass,2000.0,1.14
Famicom Mini: Star Soldier,2004.0,0.08
Muppets Party Cruise,2003.0,0.06
The Bachelor: The Videogame,2010.0,0.1
FIFA 13,2012.0,0.38
Tottadoo! Yoiko no Mujintou Seikatsu,2008.0,0.19
NHL 13,2012.0,0.66
Shaman King: Chou Senjiryokketsu 3,2002.0,0.02
XI Coliseum,2006.0,0.01
Hitman: Contracts,2004.0,0.8
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009.0,0.19
Suigetsu Portable,2008.0,0.01
Red Faction: Guerrilla Re-Mars-tered,2018.0,0.09
Buffy the Vampire Slayer: Chaos Bleeds,2003.0,0.18
Drone Tactics,2008.0,0.02
