title,year,total_sales
Dancing with the Stars,2007.0,0.16
Condemned 2: Bloodshot,2008.0,0.39
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011.0,0.06
Rollcage,1999.0,0.21
Disney's The Jungle Book,2003.0,0.1
Horrid Henry: Missions of Mischief,2010.0,0.17
Disney Infinity 2.0: Marvel Super Heroes,2014.0,1.04
Evolve,2015.0,1.01
Star Wars Episode III: Revenge of the Sith,2005.0,1.24
The Legend of Spyro: Dawn of the Dragon,2008.0,0.44
Dynasty Warriors Next,2012.0,0.26
Star Wars: The Force Unleashed,2008.0,2.77
Real Sound: Kaze no Riguretto,1997.0,0.07
Disney Sing It: Family Hits,2010.0,0.17
Dungeons & Dragons: Daggerdale,2011.0,0.0
99 no Namida,2008.0,0.04
Just Dance 2017,2016.0,0.28
Rudra no Hihou,1996.0,0.15
Starhawk,2012.0,0.3
Blazing Souls,2006.0,0.02
Arc the Lad: Twilight of the Spirits,2003.0,0.36
TMNT,2007.0,0.04
Zatch Bell! Mamodo Fury,2006.0,0.01
Le Tour de France 2017,2017.0,0.01
High Heat Baseball 2002,2001.0,0.04
Sega Smash Pack,2002.0,0.32
Sinking Island,2008.0,0.0
Crash Team Racing,1999.0,4.79
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001.0,0.55
Major League Baseball 2K8 Fantasy All-Stars,2008.0,0.12
Winter Stars,2011.0,0.09
Borderlands: Game of the Year Edition,2010.0,0.01
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996.0,0.2
Boot Camp Academy,2010.0,0.03
Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007.0,0.22
Gakuen Hetalia Portable,2011.0,0.04
Final Fantasy XI: Online,2006.0,0.19
Tropico 4: Modern Times,2012.0,0.02
SingStar Pop Edition,2009.0,0.21
ESPN NHL Hockey,2003.0,0.23
Playboy: The Mansion,2005.0,0.2
LEGO The Hobbit,2014.0,0.25
Backyard NFL Football '09,2008.0,0.17
"Grand Theft Auto: Mission Pack #1, London 1969",1999.0,0.11
Power Stone Collection,2006.0,0.1
Florist Shop,2010.0,0.01
Days of Memories 3,2009.0,0.01
King's Quest: The Complete Collection,2016.0,0.06
Dave Mirra Freestyle BMX,2000.0,1.05
Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001.0,0.16
Bunmei Kaika: Aoiza Ibunroku Saien,2012.0,0.01
Fighting Force 2,1999.0,0.55
Fight Night Round 3,2006.0,1.67
The Persistence,2018.0,0.04
Vampire Savior: The Lord of Vampire,1998.0,0.18
Smart Girl's Winter Wonderland,2008.0,0.03
FIFA Soccer 11,2010.0,0.7
Jikkyou Powerful Pro Yakyuu 2011,2011.0,0.26
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,2016.0,0.03
My Pet Shop (JP sales),2009.0,0.03
Ragnarok DS,2010.0,0.22
OutRun 2006: Coast 2 Coast,2006.0,0.04
LEGO The Incredibles,2018.0,0.63
The Putter Golf,2001.0,0.07
F1 2011,2011.0,0.18
NBA 2K2,2002.0,0.2
Carol Vorderman's Sudoku,2007.0,0.28
Virtual Pro Wrestling,1996.0,0.1
Batman: Arkham City,2011.0,5.54
Happy Feet Two,2011.0,0.11
Major League Baseball 2K10,2010.0,0.07
Punch-Out!!,2007.0,0.27
NCIS,2011.0,0.14
Ribbit King,2004.0,0.09
Scene It? Lights Camera Action,2007.0,0.48
My Chinese Coach,2008.0,0.12
Power Pro Success Legends,2010.0,0.06
The Incredible Hulk,2003.0,0.56
Karaoke Revolution Presents American Idol Encore 2,2008.0,0.09
Kotoba no Puzzle: Mojipittan Wii Deluxe,2008.0,0.0
Digimon World,2000.0,1.3
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,2017.0,0.02
NBA Live 18,2017.0,0.24
Bust-A-Move Universe,2011.0,0.31
Medal of Honor Heroes 2,2007.0,0.41
Urban Chaos,2000.0,0.1
Sousei no Onmyouji,2017.0,0.02
Constructor HD,2017.0,0.07
Need for Speed: The Run,2011.0,0.19
Superstars V8 Next Challenge,2011.0,0.01
NHL Hitz 20-03,2002.0,0.28
MXGP Pro,2018.0,0.05
Grand Theft Auto V,2013.0,20.32
Bujingai: The Forsaken City,2004.0,0.1
I Love Beauty: Hollywood Makeover,2009.0,0.06
Puzzle Star Sweep,2001.0,0.02
Kuryuu Youma Gakuenki Recharge,2006.0,0.03
Rayman Legends,2014.0,1.5
Stuntman: Ignition,2007.0,0.27
WinBack: Covert Operations,1999.0,0.21
Spider-Man 3,2007.0,0.9
Black,2006.0,1.25
High Velocity: Mountain Racing Challenge,1996.0,0.12
Beach Spikers: Virtua Beach Volleyball,2002.0,0.1
MLB 14 The Show,2014.0,0.12
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,2008.0,0.1
FIFA Soccer 12,2011.0,0.53
8-Bit Armies,2018.0,0.03
Kamen Rider: Climax Heroes Fourze,2011.0,0.05
NBA Live 96,1996.0,0.33
Pang: Magical Michael,2010.0,0.0
Mean Girls,2010.0,0.01
Uta no * Prince-Sama: All Star,2013.0,0.12
thinkSMART Kids 8+,2010.0,0.01
Titanfall,2014.0,3.11
Shrek Super Party,2002.0,0.13
Who Wants to be a Millionaire,2000.0,0.8
Call of Duty: Ghosts,2013.0,0.35
Saint,2009.0,0.02
Fast Racing Neo,2015.0,0.01
Jak and Daxter: The Precursor Legacy,2001.0,3.64
Rugby League Team Manager 2015,2015.0,0.02
Blitz: The League,2006.0,0.16
GachiTora! Abarenbou Kyoushi in High School,2011.0,0.05
Ketsui: Kizuna Jigoku Tachi Extra,2010.0,0.02
Halo Wars 2,2017.0,0.02
Ben 10 Galactic Racing,2012.0,0.04
Momotaro Dentetsu 2017: Tachiagare Nippon!!,2016.0,0.4
Super Real Mahjong P V,1995.0,0.19
The Town of Light,2017.0,0.03
Rule of Rose,2006.0,0.02
College Hoops 2K6,2005.0,0.1
Wildlife Park 2,2006.0,0.0
Euro Fishing,2015.0,0.01
All-Star Baseball 2002,2001.0,0.56
The Sims 3: Outdoor Living Stuff,2011.0,0.45
San-X: Chara Sagashi Land,2007.0,0.01
Risen,2010.0,0.19
My English Coach: Para Hispanoparlantes,2009.0,0.08
The Mighty Quest for Epic Loot,2015.0,0.01
Iron Man 2,2010.0,0.27
The Sims 3: Barnacle Bay,2011.0,0.08
Van Helsing,2004.0,0.44
Zendoku,2007.0,0.06
Dancing Blade II: Tears of Eden,1999.0,0.03
College Hoops 2K8,2007.0,0.14
The Incredibles,2004.0,0.0
Eiyuu Densetsu: Sora no Kiseki Set,2008.0,0.03
Guitar Hero: Van Halen,2009.0,0.3
Hired Guns: The Jagged Edge,2007.0,0.0
WorldShift,2009.0,0.02
Wacky World of Sports,2009.0,0.09
Fable Anniversary,2014.0,0.45
Dynasty Warriors 5,2005.0,0.05
Frogger 3D,2011.0,0.21
Grand Theft Auto: Vice City,2002.0,16.15
République,2016.0,0.02
Tales of Zestiria,2015.0,0.45
Dreamer Series: Babysitter,2009.0,0.06
Triple Play 2002,2002.0,0.25
American Chopper 2: Full Throttle,2005.0,0.18
International Superstar Soccer '98,1998.0,0.6
Medabots 8,2014.0,0.08
Kinect Sports Rivals,2014.0,0.62
Disney Sports Football,2002.0,0.02
Jikkyou Powerful Pro Yakyuu 11,2004.0,0.1
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,0.07
Atari Flashback Classics: Volume 2,2016.0,0.06
Ogre Battle Saga Episode Five: The March of the Black Queen,1997.0,0.2
R.B.I. Baseball 18,2018.0,0.13
Usavichi: Game no Jikan,2011.0,0.02
Tom Clancy's Splinter Cell,2003.0,0.23
Major League Baseball 2K9,2009.0,0.17
Yattaman DS 2: BikkuriDokkiri Animal Daibouken,2008.0,0.01
Railfan,2006.0,0.01
Disney Sports Soccer,2002.0,0.03
Dead Rising,2016.0,0.04
Discworld,1995.0,0.0
NBA ShootOut 2000,1999.0,0.4
Thor: God of Thunder,2011.0,0.15
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,0.01
Ojyousama Express,1998.0,0.03
Chaos;Head - Love Chu*Chu!,2011.0,0.04
Alice: Madness Returns,2011.0,0.12
SSX 3,2003.0,0.38
Harry Potter and the Prisoner of Azkaban,2004.0,0.04
Dora the Explorer: Journey to the Purple Planet,2006.0,0.24
Mystic Heroes,2002.0,0.09
SpongeBob's Truth or Square (US sales),2009.0,0.39
Age of Empires III: The WarChiefs,2006.0,0.0
A Way Out,2018.0,0.24
Rugby 15,2015.0,0.03
Imagine: Ballet Star,2008.0,0.25
Tomb Raider: Anniversary,2007.0,0.57
Chocolatier,2010.0,0.05
MLB SlugFest 20-04,2003.0,0.53
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,0.13
Rugby League Live,2010.0,0.03
Carnival Games,2018.0,0.05
Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999.0,0.17
Looney Tunes: Sheep Raider,2001.0,0.12
Turok: Evolution,2002.0,1.31
NBA 2K10,2009.0,0.37
Vegas Casino,2007.0,0.03
FIFA Football,2011.0,0.12
Harukanaru Toki no Naka de 5,2011.0,0.04
Painkiller,2004.0,0.02
NHL-Legacy Edition,2015.0,0.07
SimCity Creator (JP sales),2008.0,0.18
Naruto Shippuuden: Gekitou Ninja Taisen! EX,2007.0,0.1
NHL 12,2011.0,0.58
Jonah Lomu Rugby Challenge,2011.0,0.04
You Don't Know Jack,1999.0,0.4
Real Soccer 2009,2008.0,0.06
Jikkyou World Soccer 2002,2002.0,0.04
Artifacts of the Past Ancient Mysteries,2015.0,0.0
The Surge,2017.0,0.19
Quantum Redshift,2002.0,0.13
Turbo: Super Stunt Squad,2013.0,0.02
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010.0,0.23
Plants vs Zombies: Garden Warfare,2014.0,1.13
Virtua Fighter 5 Online,2007.0,0.28
Rally Challenge 2000,2000.0,0.04
Incredible Crisis,2000.0,0.08
To Heart 2: Dungeon Travelers,2015.0,0.06
Ecco the Dolphin: Defender of the Future,2002.0,0.14
Dead Space,2008.0,2.0
Jagged Alliance,1994.0,0.0
Countdown: The Game,2009.0,0.05
NBA Live 2002,2001.0,1.86
Nari Kids Park: Ultraman R/B,2018.0,0.0
NHL 2000,1999.0,0.87
Cabela's Trophy Bucks,2007.0,0.27
Cake Mania 3,2009.0,0.14
Elvandia Story,2007.0,0.02
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013.0,0.03
Alien Hominid,2004.0,0.09
Shinobido 2: Revenge of Zen,2012.0,0.16
Tiger Woods PGA Tour,2004.0,0.15
Cubivore: Survival of the Fittest,2002.0,0.17
Injustice 2,2017.0,0.89
Space Invaders Extreme,2008.0,0.09
The Lord of the Rings: Aragorn's Quest,2010.0,0.06
Ys Strategy,2006.0,0.0
Nano Assault,2011.0,0.08
Rayman Arena,2002.0,0.14
Borderlands: The Pre-Sequel,2014.0,0.65
Battlefield: Bad Company 2,2010.0,2.96
Mall Tycoon 2 Deluxe,2004.0,0.0
Shadow Warrior (2013),2014.0,0.04
Dragon's Dogma,2012.0,1.76
Classic NES Series: Metroid,2004.0,0.07
Transformers: The Game,2007.0,0.4
Vikings: Wolves of Midgard,2017.0,0.04
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,2009.0,0.01
Desire: Remaster Version,2017.0,0.0
Dragon Slayer: The Legend of Heroes,1994.0,0.08
Jig-a-Pix: Love is...,2010.0,0.0
Baja: Edge of Control HD,2017.0,0.05
Who Wants to be a Millionaire: 1st Edition,2010.0,0.03
Crash Time III,2010.0,0.0
Ultimate Brain Games,2003.0,0.08
Tenkai Knights: Brave Battle,2014.0,0.02
The King of Fighters '96,1996.0,0.21
Turbo: Super Stunt Squad,2013.0,0.02
Rugby 15,2015.0,0.1
Max Payne,2003.0,0.03
Lego Star Wars: The Force Awakens,2016.0,1.31
Air Conflicts: Secret Wars,2017.0,0.04
Twisted Metal: Head On,2005.0,0.77
Naruto: Uzumaki Chronicles 2 (JP sales),2007.0,0.05
Pro Evolution Soccer 2011 3D,2011.0,0.38
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999.0,0.05
Cabela's Dangerous Hunts 2011,2010.0,0.33
Tom Clancy's HAWX,2009.0,0.04
Sesame Street: Cookie's Counting Carnival,2010.0,0.07
Winning Post World 8,2014.0,0.05
Let's Paint,2010.0,0.07
Guitar Hero: Smash Hits,2009.0,0.35
Sid Meier's Civilization III,2001.0,0.0
Kamen no Maid Guy: Boyoyon Battle Royale,2009.0,0.0
The Dwarves,2016.0,0.03
Philosoma,1996.0,0.05
Nekketsu Kouha Kunio-Kun SP Kyousoukyoku,2013.0,0.03
NeverDead,2012.0,0.13
WWE 2K14,2013.0,1.2
Frogger Advance: The Great Quest,2002.0,0.07
Kobitodzukan: Kobito Kansatsu Set,2012.0,0.28
Dance Dance Revolution Universe 2,2007.0,0.5
Dreamworks 2-in-1 Party Pack,2010.0,0.13
Digimon Story: Lost Evolution,2010.0,0.1
Sim Theme Park,1999.0,2.08
Spy Kids Challenger,2002.0,0.25
Medal of Honor: European Assault,2005.0,0.53
Naraba's World: The Mysterious Palace,2012.0,0.0
Lunar: Silver Star Story,1996.0,0.23
Tenchu: Shadow Assassins,2009.0,0.12
Major League Baseball 2K9,2009.0,0.09
Rygar: The Battle of Argus,2009.0,0.09
San Goku Shi Taisen Ten,2008.0,0.07
Operation Flashpoint: Dragon Rising,2009.0,0.91
Backyard NFL Football,2002.0,0.56
Attack on Titan,2017.0,0.15
Blood of Bahamut,2009.0,0.09
Pokémon Rumble World,2015.0,0.11
Backyard Skateboarding 2006,2004.0,0.06
Hannah Montana: Spotlight World Tour,2007.0,1.39
Total War: Shogun 2 - Fall of the Samurai,2012.0,0.2
Code R,1998.0,0.02
Texas Hold 'Em Poker DS,2005.0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009.0,0.06
Sonic Generations,2011.0,1.06
KLAX,1990.0,0.15
RiME,2017.0,0.15
Rumble Roses XX,2006.0,0.13
Big Hero 6: Battle in the Bay,2014.0,0.01
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,2006.0,0.09
Rock Band: Metal Track Pack,2009.0,0.12
Ratatouille: Food Frenzy,2007.0,0.27
Two Worlds II,2011.0,0.54
NASCAR 06: Total Team Control,2005.0,0.63
7 Wonders of the Ancient World,2007.0,0.13
Need for Speed: Shift,2009.0,0.06
Total Overdose: A Gunslinger's Tale in Mexico,2005.0,0.0
7th Dragon 2020,2011.0,0.2
City Crisis,2001.0,0.13
Princess Saver! Eternal Love for My Lady,2010.0,0.02
Happy Feet Two,2011.0,0.1
Major League Baseball 2K7,2007.0,0.6
SSX Tricky,2001.0,1.73
MC Groovz Dance Craze,2004.0,0.2
Looney Tunes Racing,2000.0,0.29
Port Royale 3,2012.0,0.07
Tokimeki Memorial Girl's Side 2nd Kiss,2006.0,0.05
NBA Live 98,1997.0,1.51
SoulCalibur: Broken Destiny,2009.0,0.51
SimCity 2000,1996.0,0.49
Jungle Party,2010.0,0.0
Challenge Me: Brain Puzzles 2,2010.0,0.06
Worms: Open Warfare 2,2007.0,0.45
Asphalt: Urban GT,2004.0,0.59
Psychedelica of the Black Butterfly,2018.0,0.02
Snoopy vs the Red Baron,2006.0,0.05
Winning Post World,2009.0,0.05
Pirates: Duels on the High Seas,2009.0,0.03
Pro Evolution Soccer 2016,2015.0,0.44
Super Robot Taisen F Kanketsuhen,1999.0,0.23
Cabela's Big Game Hunter 2012,2011.0,0.37
Ben 10 Alien Force: Vilgax Attacks,2009.0,0.22
Spider-Man 3,2007.0,0.47
Burnout Paradise: The Ultimate Box,2009.0,0.07
Elixir of Imortality,2015.0,0.0
Go! Sudoku,2006.0,0.12
Life is Strange,2016.0,0.12
Call of Duty: Black Ops 3,2015.0,2.01
Magna Carta Portable,2006.0,0.03
Danganronpa 1-2 Reload,2017.0,0.0
Ghost Pirates of Vooju Island,2009.0,0.02
Time Crisis,1997.0,1.68
Onimusha Essentials,2008.0,0.14
WRC 2: FIA World Rally Championship,2011.0,0.02
Tak and the Power of Juju,2003.0,0.4
Bugs Bunny & Taz: Time Busters,2000.0,0.21
Disney Infinity 2.0: Marvel Super Heroes,2014.0,1.11
Darksiders II,2012.0,0.16
Dynasty Warriors: Eiketsuden,2016.0,0.02
The Simpsons Game,2007.0,1.51
World Series of Poker 2008: Battle for the Bracelets,2007.0,0.23
World of Zoo,2009.0,0.61
Shadows Awakening,2018.0,0.04
WTF: Work Time Fun,2006.0,0.04
High School Musical: Sing It!,2007.0,1.76
Formula One World Championship: Beyond the Limit,1994.0,0.07
Kabuki Warriors,2001.0,0.06
Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,2008.0,0.04
Super Adventure Island,1992.0,0.22
Motto TOEIC Test DS Training,2008.0,0.04
Cory in the House,2008.0,0.11
Dragon Age: Inquisition,2014.0,2.34
Muppet Pinball Mayhem,2002.0,0.0
Subnautica,2018.0,0.07
Dragon Quest Builders: Revive Alefgard,2018.0,0.22
Crimson Skies,2000.0,0.0
The Walking Dead: Season Two,2014.0,0.1
Tiger Woods PGA Tour 2005,2004.0,0.85
NHL 06,2005.0,0.08
Fatal Frame III: The Tormented,2005.0,0.08
Rez,2002.0,0.05
Policenauts,1995.0,0.06
London Detective Mysteria,2018.0,0.01
Pimp My Ride: Street Racing,2009.0,0.03
Tiger Woods PGA Tour 08,2007.0,0.54
NFL Quarterback Club 2002,2001.0,0.05
La Corda d'Oro 4,2016.0,0.03
Disney's Cinderella: Magical Dreams,2005.0,0.14
Metal Slug 4 & 5,2005.0,0.04
LEGO Batman: The Videogame,2008.0,3.06
Princess Isabella: A Witch's Curse,2010.0,0.02
Curious George,2006.0,0.12
Jet Grind Radio,2003.0,0.03
Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training 2,2017.0,0.01
Overwatch,2016.0,4.54
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2005.0,0.06
Smuggler's Run: Warzones,2002.0,0.08
Alone in the Dark: The New Nightmare,2001.0,0.0
Vigilante 8,1998.0,1.23
Warriors Orochi 2,2009.0,0.29
Classic Dungeon X2,2011.0,0.05
ABBA: You Can Dance,2011.0,0.77
GripShift,2005.0,0.09
Mat Hoffman's Pro BMX,2001.0,0.54
Devil Kings,2005.0,0.25
NCAA Football 11,2010.0,0.93
Metal Gear Rising: Revengeance,2013.0,0.5
Raven Squad: Operation Hidden Dagger,2009.0,0.03
Karaoke Revolution,2003.0,0.35
NBA Hangtime,1997.0,0.06
Blue Breaker: Ken Yorimo Hohoemi o,1996.0,0.03
Animal Paradise,2008.0,0.25
TT Isle of Man: Ride on the Edge,2018.0,0.17
ClayFighter 63 1/3,1997.0,0.21
Theme Park,2007.0,0.06
LOL,2008.0,0.0
Speed Racer: The Videogame,2008.0,0.34
Shadow Madness,1999.0,0.18
Borderlands: The Pre-Sequel,2014.0,0.75
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005.0,0.2
Scooby-Doo! Classic Creep Capers,2000.0,0.37
GoldenEye: Rogue Agent,2004.0,0.36
Spartan,2004.0,0.0
That's You!,2017.0,0.04
FIFA Manager 11,2010.0,0.0
Monkey Island: Special Edition Collection,2011.0,0.17
Dragon Quest X: All in One Package Ver.1-4,2018.0,0.03
Dungeons,2011.0,0.09
Pure Farming 2018,2018.0,0.04
World Championship Poker,2004.0,0.17
NCAA Football 2000,1999.0,0.95
DiRT 4,2017.0,0.01
ParaWorld,2006.0,0.02
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010.0,0.05
Tony Hawk's Pro Skater 3,2001.0,0.82
Dungeons & Dragons Heroes,2003.0,0.26
Battle Dodge Ball,1991.0,0.33
Photo Phantasy,2011.0,0.01
Pro Yakyuu Spirits 2012,2012.0,0.06
Mario & Sonic at the Olympic Winter Games,2009.0,4.54
FlatOut 4: Total Insanity,2017.0,0.02
Fast & Furious: Showdown,2013.0,0.04
Aliens in the Attic,2009.0,0.08
The Idolm@ster Twins,2009.0,0.01
Farmtopia,2010.0,0.19
Matchbox Missions: 2 Game Pack!,2006.0,0.0
Just Dance 2019,2018.0,0.07
A.C.E.: Another Century's Episode,2005.0,0.26
Hot Shots Golf: Open Tee,2005.0,1.96
Macross ? Scramble,2016.0,0.05
IL-2 Sturmovik Series: Complete Edition,2006.0,0.0
Kawa no Nushi Tsuri,1998.0,0.16
Combat Wings: Battle of Britain,2008.0,0.0
Backyard Baseball,2004.0,0.49
Pro Cast Sports Fishing,2003.0,0.03
South Park: The Stick of Truth,2018.0,0.03
Sin and Punishment: Star Successor,2010.0,0.43
Purr Pals,2007.0,0.55
Dark Souls II,2015.0,1.29
Fushigi no Dungeon 2: Fuurai no Shiren,1995.0,0.4
Suzumiya Haruhi no Yakusoku,2007.0,0.15
DrumMania,2000.0,0.15
Shonen Jump's One Piece: Grand Battle,2005.0,0.06
Samurai Jack: The Shadow of Aku,2004.0,0.06
X-Men Legends,2004.0,0.9
Pro Yakyuu Family Stadium,2008.0,0.03
Just Dance 2016,2015.0,0.39
Fritz Chess,2009.0,0.03
Looney Tunes: Back in Action,2003.0,0.18
My French Coach,2007.0,0.0
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,2002.0,0.38
Candace Kane's Candy Factory,2008.0,0.15
The Bureau: XCOM Declassified,2013.0,0.05
LEGO The Hobbit,2014.0,0.46
Pro Angler Moves,2012.0,0.01
MX vs. ATV Supercross,2014.0,0.06
Cabela's Outdoor Adventures,2005.0,0.1
Venetica,2011.0,0.13
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002.0,0.2
Kujiragami no Tearstilla,2016.0,0.02
Dino Dini's Kick Off Revival,2016.0,0.03
Ys Seven,2010.0,0.23
E.X. Troopers,2012.0,0.07
Catherine,2011.0,0.71
Trace Memory,2005.0,0.29
Resident Evil Archives: Resident Evil,2009.0,0.3
Dead Space 2,2011.0,0.32
NBA 2K14,2013.0,2.22
J-League Winning Eleven 2010: Club Championship,2010.0,0.05
Cossacks II: Napoleonic Wars,2005.0,0.0
We Sing Deutsche Hits,2011.0,0.33
The Simpsons: Hit & Run,2003.0,1.35
End of Nations,2012.0,0.01
Super Real Mahjong Graffiti,1995.0,0.07
ESPN Extreme Games,1995.0,0.38
Justice League Heroes: The Flash,2006.0,0.03
Shugo Chara! Norinori! Chara-Nari Zumu,2009.0,0.01
Ray Gigant,2016.0,0.05
Phantasy Star Online Episode I & II,2002.0,0.45
Young Justice: Legacy,2013.0,0.01
Wild 9,1998.0,0.24
Akai Katana,2012.0,0.06
Invizimals: The Resistance,2015.0,0.01
Rugby 15,2015.0,0.13
Amnesia,2011.0,0.04
The Gunstringer,2011.0,0.4
Backyard Basketball,2004.0,0.18
Cabela's Survival: Shadows of Katmai,2011.0,0.2
The Polar Express,2004.0,0.19
DiRT,2007.0,1.05
Mugen Souls Z,2014.0,0.07
ESPN College Hoops 2K5,2004.0,0.84
Mission: Impossible - Operation Surma,2004.0,0.02
The Black Eyed Peas Experience,2011.0,0.62
Total Annihilation: Kingdoms,1999.0,0.0
Guitar Hero Encore: Rocks The 80s,2007.0,1.11
RealSports Football,1982.0,0.26
That's So Raven,2004.0,0.76
Winning Post 7 Maximum 2008,2008.0,0.01
Steel Battalion: Line of Contact,2004.0,0.02
MLB The Show 18,2018.0,1.06
Shin Nippon Pro Wrestling: Toukon Retsuden 2,1996.0,0.27
Petz Dogz 2,2007.0,1.1
The Spiderwick Chronicles,2008.0,0.19
World Poker Tour,2006.0,0.04
System Shock 2,1999.0,0.0
R: Racing Evolution,2003.0,0.28
Harakuju Tantei Gakuen: Steel Wood,2010.0,0.01
Prince of Persia: The Forgotten Sands,2010.0,0.03
Dora & Kai-Lan's Pet Shelter,2011.0,0.1
Alien: Isolation,2014.0,0.29
NBA 2K6,2005.0,0.88
Street Fighter Alpha 2,1996.0,0.85
PictoImage,2008.0,0.1
3D Pixel Racing,2011.0,0.0
Gitaroo Man Lives!,2006.0,0.04
The Sims 2: Pets,2006.0,0.3
Dungeon Travelers 2: The Royal Library & The Monster Seal,2015.0,0.12
Kidou Senshi V Gundam,1994.0,0.03
SingStar Mallorca Party,2009.0,0.05
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,2006.0,0.67
FIFA Street 3,2008.0,0.32
Red Dead Redemption 2,2018.0,5.77
Balls of Fury,2007.0,0.02
Taishou Mebiusline: Teito Bibouroku Hare,2017.0,0.01
LEGO Indiana Jones: The Original Adventures,2008.0,0.04
Tornado Outbreak,2009.0,0.09
X-Men: Destiny,2011.0,0.1
Cyberia,1996.0,0.09
25 To Life,2006.0,0.42
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007.0,0.03
The Last Guy,2008.0,0.03
Ace Attorney Investigations: Miles Edgeworth,2010.0,0.7
Natsuiro Kokoro Log,2018.0,0.0
Fantavision,2000.0,0.47
Chaos;Child: Love Chu Chu!!,2017.0,0.01
Fatal Inertia,2007.0,0.13
Create,2010.0,0.27
Final Fantasy Chronicles,2001.0,0.52
Rugby 18,2017.0,0.05
Petz Fantasy 3D,2011.0,0.07
Rabbids: Alive & Kicking,2011.0,0.29
NHL 12,2011.0,0.7
Syndicate Wars,1997.0,0.04
Rory McIlroy PGA Tour,2015.0,0.55
"Horrid Henry: The Good, The Bad and The Bugly",2011.0,0.07
Amnesia: Crowd,2013.0,0.05
Dynasty Warriors: Gundam 3,2011.0,0.54
Disney's Kim Possible: Global Gemini,2007.0,0.06
Virtual Villagers: A New Home,2010.0,0.05
Advance Wars: Dual Strike,2005.0,0.39
Chou Jigen Game Neptune Mk-II,2011.0,0.09
Nickelodeon Kart Racers,2018.0,0.09
Obscure,2005.0,0.04
Raiden V,2017.0,0.03
Galactic Wrestling: Featuring Ultimate Muscle,2004.0,0.22
Digimon Digital Card Battle,2001.0,0.11
Root Letter,2016.0,0.03
Zombie Vikings,2016.0,0.01
Dai-2-Ji Super Robot Taisen α,2003.0,0.6
Spider-Man: Web of Shadows,2008.0,0.21
ECW Anarchy Rulz,2000.0,0.11
Tetris Axis,2011.0,0.44
James Bond 007: Nightfire,2002.0,0.0
Pro Evolution Soccer 2010,2009.0,0.01
Magic Ball 4,2011.0,0.0
Horrible Histories: Ruthless Romans,2010.0,0.0
Sega Superstars Tennis,2008.0,0.4
Toriko: Ultimate Survival,2013.0,0.03
Star Wars: Republic Commando,2005.0,0.67
Frank Thomas Big Hurt Baseball,1996.0,0.14
Crash Nitro Kart,2003.0,0.46
Scooby-Doo! Unmasked,2005.0,0.18
Millipede / Super Breakout / Lunar Lander,2005.0,0.04
Shaun White Snowboarding,2008.0,0.81
007: The World is not Enough,2000.0,0.92
Deer Drive,2010.0,0.43
Ben 10: Alien Force,2008.0,0.6
Great Battle Full Blast,2012.0,0.04
The Wolf Among Us,2014.0,0.09
Margot's Bepuzzled!,2009.0,0.0
Intellivision Lives!,2004.0,0.05
MLB 2K9 Fantasy All-Stars,2009.0,0.09
Too Human,2008.0,0.78
The King of Fighters Portable '94~'98: Chapter of Orochi,2010.0,0.03
Billy the Wizard: Rocket Broomstick Racing,2007.0,0.05
iCarly,2009.0,0.45
Tom Clancy's Ghost Recon Advanced Warfighter,2006.0,0.33
Minecraft,2014.0,2.47
PriPara Mezameyo! Megami no Dress Design,2016.0,0.07
Ken ga Kimi: Momoyo Tsuzuri,2016.0,0.01
Mystery Dungeon: Shiren the Wanderer,2008.0,0.52
