title,year,total_sales
Petz: Horsez 2,2007.0,0.26
Dead Island Definitive Collection,2016.0,0.08
Winning Post World,2009.0,0.03
Ratchet & Clank: Size Matters,2008.0,0.29
Pryzm Chapter One: The Dark Unicorn,2002.0,0.12
Shadows of the Damned,2011.0,0.27
Deca Sports Extreme,2011.0,0.12
Virtua Fighter 4: Evolution,2003.0,0.71
Cabela's Adventure Camp,2011.0,0.11
SpongeBob SquarePants: Creature from the Krusty Krab,2006.0,0.49
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007.0,0.06
Exhibition,2002.0,0.25
Codename: Kids Next Door: Game Boy Advance Video Volume 1,2004.0,0.17
Jak and Daxter: The Lost Frontier,2009.0,0.62
Friends: The One with All the Trivia,2005.0,0.06
The Peanuts Movie: Snoopy's Grand Adventure,2015.0,0.03
Sword Art Online: Hollow Realization,2016.0,0.41
Blaze Union: Story to Reach the Future,2010.0,0.03
Medarot DS: Kabuto / Kuwagata Ver.,2010.0,0.12
DiRT 4,2017.0,0.49
Sakura-Sou no Pet na Kanojo,2013.0,0.01
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,2007.0,0.02
Steambot Chronicles,2006.0,0.04
Star Wars Rogue Leader: Rogue Squadron II,2001.0,1.9
The Adventures of Tintin: The Game,2011.0,0.33
Pirates: The Legend of Black Kat,2002.0,0.14
Metal Gear Solid HD Edition,2011.0,0.01
Drawn To Life: SpongeBob SquarePants Edition,2008.0,1.48
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,2007.0,1.21
Fallout 3,2008.0,0.98
DEATH NOTE: L o Tsugu Mono,2007.0,0.02
Triple Pack: Xbox Live Arcade Compilation,2011.0,0.03
GRID,2008.0,1.1
Reel Fishing: The Great Outdoors,2006.0,0.05
Kurenai no Homura: Sanada Ninpou Chou,2018.0,0.01
Hyperdimension Idol Neptunia PP,2014.0,0.1
Egg Mania: Eggstreme Madness,2002.0,0.01
FIFA 14,2013.0,0.26
FIFA 07 Soccer,2006.0,0.0
Napoleon Dynamite: The Game,2007.0,0.04
Saki: Zenkoku-hen,2015.0,0.06
Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,2009.0,0.0
Hyperdimension Neptunia U: Action Unleashed,2015.0,0.13
Famista '91,1990.0,0.3
Lost: Via Domus,2008.0,0.5
Fossil League: Dino Tournament Championship,2007.0,0.0
King Kong,1982.0,0.69
MVP Baseball 2005,2005.0,0.33
Battlefield: Hardline,2015.0,0.3
Wanted: Weapons of Fate,2009.0,0.29
Grand Theft Auto: San Andreas,2005.0,0.97
Disney Sing It! High School Musical 3: Senior Year,2009.0,0.45
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,2003.0,0.37
Dark Messiah of Might and Magic Elements,2008.0,0.2
Sonic Chronicles: The Dark Brotherhood,2008.0,0.88
Dawn of Discovery,2009.0,0.11
Army Men World War: Final Front,2001.0,0.44
SplashDown,2001.0,0.7
Persona 5,2017.0,0.24
NFL GameDay 2001,2000.0,0.36
SingStar Singalong With Disney,2008.0,0.61
Cate West: The Vanishing Files,2009.0,0.08
Dragon Ball Z: Burst Limit,2008.0,0.49
Shaman King: Power of Spirit,2004.0,0.13
Farm Frenzy 3,2009.0,0.04
Conflict: Desert Storm,2002.0,0.87
LEGO Star Wars III: The Clone Wars,2011.0,0.25
Love Once: Mermaid's Tears,2011.0,0.02
J-League Jikkyou Winning Eleven 2000,2000.0,0.16
Prison Break: The Conspiracy,2010.0,0.25
Hallowed Legends: Templar,2015.0,0.01
Gardening Guide: How to get Green Fingers,2009.0,0.0
Rocksmith,2012.0,0.12
Le Mans 24 Hours,2001.0,0.2
Syphon Filter: Logan's Shadow,2010.0,0.06
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016.0,0.04
WWE SmackDown vs Raw 2008,2007.0,1.43
The Oregon Trail,2011.0,0.15
Cats Together,2018.0,0.02
SingStar Apres-Ski Party 2,2010.0,0.08
Medalot 7,2012.0,0.13
Archer Maclean Presents: Pool Paradise,2004.0,0.03
FIFA Soccer 08,2007.0,1.75
BattleForge,2009.0,0.01
Challenge Me: Word Puzzles,2011.0,0.01
Harry Potter and the Order of the Phoenix,2007.0,0.27
Cossacks: Back to War,2002.0,0.0
Apex Construct,2018.0,0.05
Secret of Mana,2018.0,0.28
Carnival,1982.0,0.34
Gauntlet Legends,2000.0,0.47
Satomi Hakkenden: Murasame Marunoki,2015.0,0.01
Shellshock: Nam 67,2004.0,0.0
TOCA Race Driver 3: The Ultimate Racing Simulator,2006.0,0.03
Puzzle & Dragons X: God Chapter / Dragon Chapter,2016.0,0.32
Spyro Reignited Trilogy,2018.0,2.17
Grand Theft Auto: San Andreas,2008.0,0.13
Dreamer Series: Top Model,2009.0,0.1
Puzzler Collection,2008.0,0.01
Capcom Beat 'Em Up Bundle,2018.0,0.01
Fishing Sim World,2018.0,0.05
Classic NES Series: Dr. Mario,2004.0,0.13
Driver: San Francisco,2011.0,0.7
Majin Tantei Nougami Neuro: Battle de Yo!,2008.0,0.01
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008.0,0.04
Metal Gear Solid: Digital Graphic Novel,2006.0,0.04
Toaru Kagaku no Chou Denjihou,2011.0,0.06
Madden NFL 2002,2001.0,3.08
Atari Flashback Classics: Volume 3,2018.0,0.06
Battlebots: Design & Destroy,2003.0,0.44
Body Harvest,1998.0,0.2
Kurogane no Linebarrels,2009.0,0.01
The Idolmaster: Gravure For You! Vol. 2,2011.0,0.05
Zapper: One Wicked Cricket!,2002.0,0.13
Delta Force 2,1999.0,0.0
Under Night In-Birth Exe:Latest,2018.0,0.04
WWE SmackDown vs. Raw 2011,2010.0,0.88
Elminage II: Sousei no Megami to Unmei no Daichi,2009.0,0.02
Madden NFL 06,2005.0,4.91
Watch Dogs 2,2016.0,1.35
EA Sports MMA,2010.0,0.35
Zumba Fitness: World Party,2013.0,0.24
The Powerpuff Girls: Him and Seek,2002.0,0.43
Project V6,1998.0,0.14
Memories Off #5: Togireta Film,2009.0,0.01
The Magic School Bus: Oceans,2011.0,0.21
Edogawa Ranpo no Kaijin Nijuu Mensou DS,2008.0,0.0
Idol Janshi Suchie-Pai IV,2007.0,0.01
X-Men: Next Dimension,2002.0,0.47
Cabela's Legendary Adventures,2008.0,0.17
Test Drive Unlimited 2,2011.0,0.19
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007.0,0.03
Mobile Suit Gundam: Climax U.C.,2006.0,0.23
Need for Speed: Most Wanted,2005.0,0.28
DJ Hero,2009.0,0.9
Victorious: Hollywood Arts Debut,2011.0,0.15
Disney's 102 Dalmatians: Puppies to the Rescue,2000.0,0.62
Galaxy Angel II: Zettairyouiki no Tobira,2006.0,0.03
Choujikuu Yousai Macross: Ai Oboete Imasu ka,1997.0,0.1
History Channel: Civil War - A Nation Divided,2006.0,0.14
World Soccer Winning Eleven 9,2006.0,0.0
GTR Evolution,2008.0,0.03
PopCap Arcade Vol 1,2007.0,0.04
Pokémon Gold/Pokémon Silver,2017.0,0.22
Tsuyo Kiss 3 Portable,2012.0,0.01
Scooby-Doo 2: Monsters Unleashed,2004.0,0.71
Swingerz Golf,2002.0,0.08
Curse of the Amsterdam Diamond,2012.0,0.01
Chronicles of Mystery: Curse of the Ancient Temple,2009.0,0.2
Digimon All-Star Rumble,2014.0,0.09
CSI: Fatal Conspiracy,2010.0,0.22
Ultimate Spider-Man,2005.0,0.01
Namco Museum,2002.0,0.91
The X-Factor,2010.0,0.13
Cartoon Network Collection: Game Boy Advance Video Special Edition,2005.0,0.15
The Legend of Heroes: Trails in the Sky SC,2013.0,0.02
Transformers: Prime,2012.0,0.13
Madden NFL 08,2007.0,0.26
Tamagotchi Connection: Corner Shop 3,2008.0,0.38
Bratz: Rock Angelz,2005.0,0.38
Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,2008.0,0.01
Samurai Warriors Chronicles 3,2015.0,0.07
Stubbs the Zombie in Rebel Without a Pulse,2005.0,0.11
ESPN NHL 2K5,2004.0,0.88
Dead to Rights II,2005.0,0.2
Tomb Raider: Underworld,2008.0,0.19
Area 51,2005.0,0.29
KLAP!! Kind Love And Punish,2015.0,0.01
Hooligans,2002.0,0.0
Frogger's Adventures: The Rescue,2003.0,0.15
Valkyria Revolution,2017.0,0.05
Command & Conquer: The First Decade,2006.0,0.02
Ben 10 Galactic Racing,2011.0,0.12
Scribblenauts: Unlimited,2012.0,0.38
Adventure Time: Finn & Jake Investigations,2015.0,0.11
Nishijin Pachinko Monogatari 2,1996.0,0.03
Road Rage,2017.0,0.04
Teenage Mutant Ninja Turtles (3DS),2013.0,0.01
Custom Robo,2004.0,0.37
Mega Man Battle Chip Challenge,2004.0,0.05
NFL Blitz 2001,2000.0,0.59
Nitrobike,2008.0,0.13
Momotarou Dentetsu 11,2002.0,0.08
Jewel Master: Cradle of Rome,2009.0,0.03
Bleach: Heat the Soul 3,2006.0,0.07
Outdoors Unleashed: Alaska 3D,2011.0,0.01
Major League Baseball 2K6,2006.0,0.44
Resident Evil: Origins Collection,2016.0,0.1
Alice in Wonderland,2010.0,0.0
Harry Potter and the Sorcerer's Stone,2001.0,1.73
Zumba Fitness Rush,2012.0,0.18
Candace Kane's Candy Factory,2008.0,0.04
Harry Potter and the Goblet of Fire,2005.0,0.61
Final Fantasy XIV: Heavensward,2015.0,0.17
Bust-A-Move '99,1999.0,0.32
Open Season,2006.0,0.11
SWAT: Target Liberty,2007.0,0.04
Criminal Girls,2010.0,0.08
Let's Play Ballerina,2010.0,0.03
Guild Wars: Factions,2006.0,0.01
Toy Story 2: Buzz Lightyear to the Rescue!,1999.0,1.71
Far Cry 4,2014.0,4.06
Hulk,2003.0,1.06
Xevious,1990.0,1.52
Stranglehold,2007.0,0.83
TouchMaster 3,2009.0,0.43
Even in a Game Listen to Me Girls. I Am Your Father!,2012.0,0.03
The Testament of Sherlock Holmes,2012.0,0.24
Supreme Commander: Forged Alliance,2007.0,0.04
NUGA-CEL!,2009.0,0.01
Pachinko Wars II,1993.0,0.05
Vanark,2000.0,0.01
Triple Play 2000,1999.0,1.43
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,2015.0,0.03
Coded Arms: Contagion,2007.0,0.06
The Pillars of the Earth,2017.0,0.03
Freeway,1981.0,0.34
Dragon Ball: Origins 2,2010.0,0.16
Chase: Hollywood Stunt Driver,2002.0,0.12
Rune Factory 4,2013.0,0.68
Medal of Honor: Rising Sun,2003.0,5.13
Space Bust-A-Move (JP sales),2009.0,0.0
Moon Patrol,1983.0,1.12
Tomb Raider II,1997.0,5.24
Kenka Bancho Otome,2016.0,0.04
James Bond 007: Agent Under Fire,2001.0,3.53
Civilization IV: The Complete Edition,2009.0,0.0
Madden NFL 09,2008.0,1.49
Labyrinth of Refrain: Coven of Dusk,2016.0,0.03
Dragon Ball Z: Shin Butouden,1995.0,0.09
Dragon Ball Z: Budokai,2003.0,0.69
Tokimeki Memorial 4,2009.0,0.08
My Word Coach,2007.0,0.51
4 Elements,2013.0,0.02
Far Cry: Primal,2016.0,1.0
X-Men vs. Street Fighter,1997.0,0.26
Game de Hakken!! Tamagotchi 2,1997.0,1.45
Call of Duty: The War Collection,2010.0,0.06
Assassin's Creed Syndicate,2015.0,1.44
Tokimeki Memorial: Girl's Side,2002.0,0.08
Kamen Rider: Climax Heroes,2009.0,0.11
Thrillville,2006.0,0.66
Piglet's Big Game,2003.0,0.05
Dawn of Fantasy,2011.0,0.01
Call of Duty: World at War Final Fronts,2008.0,1.72
Teenage Mutant Ninja Turtles,2003.0,0.3
Pucca Power Up,2011.0,0.06
Puzzle Chronicles,2010.0,0.1
Suzumiya Haruhi no Tsuisou,2011.0,0.04
Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,0.03
Frogger: The Great Quest,2001.0,1.23
Darksiders: Warmastered Edition,2017.0,0.03
Metroid: Zero Mission,2004.0,0.84
Blast Corps,1997.0,0.71
DreamWorks Super Star Kartz,2011.0,0.12
Yu-Gi-Oh! The Sacred Cards (American and Others sales),2003.0,1.16
Dream Pinball 3D,2008.0,0.0
The Idolmaster: Platinum Stars,2016.0,0.11
Backyard Baseball '10,2009.0,0.1
Dragon Quest Builders: Revive Alefgard,2016.0,0.13
Frogger,1997.0,4.16
Hello Neighbor: Hide & Seek,2018.0,0.07
MechWarrior 2: 31st Century Combat,1997.0,0.36
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006.0,0.06
Namco Museum 50th Anniversary (JP sales),2005.0,0.02
For Honor,2017.0,1.75
STORM: Frontline Nation,2011.0,0.01
007: The World is Not Enough,2000.0,1.55
Terraria,2014.0,0.04
Imagine: Champion Rider,2008.0,0.0
Voodoo Chronicles: First Sign,2011.0,0.04
Planet Puzzle League,2007.0,0.33
Battle Arena Toshinden 3,1997.0,0.27
EverQuest Online Adventures,2003.0,0.43
Lost in Blue 3,2008.0,0.17
Connect Four / Perfection / Trouble,2005.0,0.27
Barbie Super Sports,1999.0,0.22
Tenchu Z,2007.0,0.34
Monster High 13 Wishes,2013.0,0.02
World Championship Spelling,2010.0,0.04
City Builder,2010.0,0.04
NFL 2K3,2002.0,0.22
JASF: Jane's Advanced Strike Fighters,2011.0,0.04
V-Rally 4,2018.0,0.01
Air Conflicts: Aces of World War II,2009.0,0.05
Mega Minis Volume 2,2011.0,0.03
Sniper Elite 4,2017.0,0.3
Memories Off 2nd,2008.0,0.01
Under Night In-Birth,2015.0,0.14
Uta no Prince-Sama: Repeat Love,2017.0,0.04
Summon Night EX-Thesis: Yoake no Tsubasa,2005.0,0.16
FIFA Soccer 2003,2002.0,0.63
Orega Kantoku Da! Gekitou Pennant Race,2000.0,0.08
The Raiden Project,1995.0,0.23
Pro Evolution Soccer 2014,2013.0,1.08
Demon Gaze,2014.0,0.17
Star Wars Battlefront II,2005.0,0.18
Titan Quest: Immortal Throne,2007.0,0.0
NCAA Football 2002,2001.0,1.57
Ball Breakers,2000.0,0.18
Harukanaru Toki no Naka de 6,2015.0,0.03
Biohazard: Revival Selection,2011.0,0.03
NASCAR: Dirt to Daytona,2002.0,0.58
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,2010.0,0.02
Hunted: The Demon's Forge,2011.0,0.05
WSC REAL 08: World Snooker Championship,2008.0,0.0
Scribblenauts: Unlimited,2012.0,0.64
Psychic Detective,1995.0,0.01
Where's Waldo? The Fantastic Journey,2009.0,0.21
Rad Rodgers,2018.0,0.02
Tiger Woods PGA Tour 12: The Masters,2011.0,0.89
Akko ni Omakase! Brain Shock,2006.0,0.04
Andrew Lloyd Webber Musicals: Sing and Dance,2012.0,0.0
Minna no Ennichi,2012.0,0.05
The Sims 4: City Living,2016.0,0.35
Monster Rancher Battle Card: Episode II,2000.0,0.07
Pure,2008.0,0.89
Spider-Man: Web of Shadows,2008.0,0.02
Rugby 08,2007.0,0.0
Vampire Saga: Pandora's Box,2009.0,0.0
The Haunted: Hell's Reach,2011.0,0.02
Maestro! Jump in Music,2009.0,0.0
Battlefield: Hardline,2015.0,0.14
Destruction Derby Arenas,2004.0,0.13
Super Bowling,2001.0,0.02
How to Train Your Dragon 2,2014.0,0.19
Haikyuu!! Tsunage! Itadaki no Keshiki!!,2014.0,0.07
th!nk Logic Trainer: Kids,2009.0,0.01
Tom Clancy's The Division,2016.0,4.37
Just Cause,2006.0,0.14
Inspector Gadget Racing,2003.0,0.0
Samurai Spirits (CD),1994.0,0.2
Runbow,2017.0,0.02
SD Gundam G Generation DS,2005.0,0.09
PlayerUnknown's Battlegrounds,2017.0,2.17
htoL #NiQ: Hotaru no Nikki,2015.0,0.01
Shin Megami Tensei: Devil Survivor 2,2012.0,0.31
Xevious 3D/G+,1997.0,0.14
Bond of Ten Demons,2012.0,0.04
Chouchou Jiken Rhapsodic,2017.0,0.01
Monster Hunter Generations Ultimate,2018.0,0.72
Prince of Persia: The Two Thrones,2005.0,0.15
The BIGS 2,2009.0,0.2
Sonic Heroes,2004.0,0.9
BloodRayne 2,2004.0,0.15
Nodame Cantabile,2007.0,0.01
Bratz 4 Real,2007.0,0.57
BattleTanx: Global Assault,1999.0,0.39
Frogger's Adventures: The Rescue,2003.0,0.32
Combat Mission: Shock Force,2007.0,0.03
Eve: Burst Error R,2016.0,0.02
The Walking Dead: Survival Instinct,2013.0,0.54
The Golf Club,2015.0,0.07
Gauntlet: Seven Sorrows,2005.0,0.18
Indiana Jones and the Staff of Kings,2009.0,0.28
Fantastic Four,1997.0,0.07
Pro Cycling Manager 2016,2016.0,0.14
Doraemon: Shin Nobita no Nihon Tanjou,2016.0,0.05
Pimp My Ride,2008.0,0.11
Sonic Adventure,1999.0,2.42
100 Kiri Golf DS,2008.0,0.0
Norimono Oukoku DS: You! Unten Shichai na Yo!,2008.0,0.01
Samurai Warriors 2,2006.0,0.08
Far Cry 3,2012.0,3.27
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,2009.0,0.24
WipEout Pure,2005.0,1.04
Tropico,2001.0,0.0
OK! Puzzle Stars,2010.0,0.06
Shantae: Half-Genie Hero,2016.0,0.03
Tokimeki Memorial: Forever with You,1996.0,0.38
Indianapolis 500 Legends,2007.0,0.13
"Flower, Sun, and Rain",2009.0,0.07
Ultimate Fighting Championship,2000.0,0.25
Trivial Pursuit unhinged,2004.0,0.09
Naruto Shippuden: Ninja Destiny 2,2009.0,0.37
Drake of the 99 Dragons,2003.0,0.07
Momotarou Dentetsu World,2010.0,0.19
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013.0,0.03
Tennis no Oji-Sama: Driving Smash! Side King,2008.0,0.02
How to Train Your Dragon 2,2014.0,0.08
Pro Yakyuu Spirits 6,2009.0,0.15
BioShock,2008.0,1.44
Aiyoku no Eustia,2014.0,0.01
Assetto Corsa,2016.0,0.08
Crash Bandicoot N. Sane Trilogy,2018.0,0.65
.hack//G.U. Vol.2//Reminisce (jp sales),2007.0,0.16
OneeChanbara Z Kagura With NoNoNo!,2013.0,0.03
Super Bomberman R,2018.0,0.06
Learn Geography,2009.0,0.07
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,2009.0,0.02
Order Up!!,2012.0,0.08
The Walking Dead: A Telltale Games Series,2014.0,0.48
BlowOut,2003.0,0.23
Interactive Sampler Disc 6,1998.0,0.14
Call of Duty: Finest Hour,2004.0,1.21
Duke Nukem: Time to Kill,1998.0,1.38
Easy Piano,2010.0,0.17
Double Dragon Advance,2003.0,0.05
Yu-Gi-Oh! World Championship Tournament 2004,2004.0,0.56
College Hoops 2K6,2006.0,0.12
Mercury Meltdown Revolution,2007.0,0.17
Top Gun,2006.0,0.04
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003.0,1.23
Battlezone: Rise of the Black Dogs,2000.0,0.07
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,2010.0,0.02
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2005.0,0.53
Legends of WrestleMania,2009.0,0.55
Fishing Master,2007.0,0.31
The Clique: Diss and Make Up,2009.0,0.12
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010.0,0.23
Fighting Force,1997.0,1.32
Driver: Parallel Lines,2006.0,0.28
Midnight Play! Pack,2008.0,0.08
Dragon Warrior Monsters 2: Tara's Adventure,2001.0,0.4
Unreal II: The Awakening,2004.0,0.21
Jeopardy! 2nd Edition,2000.0,0.29
Pro Evolution Soccer 2017,2016.0,0.11
Passport to... Paris,2006.0,0.0
Parfait,2015.0,0.03
Ice Age: Dawn of the Dinosaurs,2009.0,0.12
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009.0,0.06
F.E.A.R. Perseus Mandate,2007.0,0.01
Wheel of Fortune,2010.0,0.98
Pac-Man Party,2010.0,0.62
ZhuZhu Pets: Featuring The Wild Bunch,2010.0,0.37
South Park: The Stick of Truth,2014.0,0.96
Shaun White Snowboarding,2008.0,0.66
New Love Plus,2012.0,0.19
Utawarerumono: Chiriyukusha e no Komoriuta,2006.0,0.11
Robots,2005.0,0.09
Bomberman B-Daman,1996.0,0.17
FIFA Soccer 2002,2001.0,0.63
Tony Hawk's Pro Skater 5,2015.0,0.08
Far Cry 3,2012.0,2.98
Elf Bowling 1 & 2,2005.0,0.03
Sorry! / Aggravation / Scrabble Junior,2005.0,0.25
Sega 3D Classics Collection,2016.0,0.01
Astrology DS,2009.0,0.03
Wacky Races: Crash & Dash,2008.0,0.21
Zatch Bell! Mamodo Fury,2006.0,0.04
IL-2 Sturmovik: Birds of Prey,2009.0,0.19
Food Coach: Healthy Living Made Easy,2010.0,0.0
Disney's Kim Possible: Kimmunicator,2005.0,0.13
Eiyuu * Senki,2014.0,0.01
Air Conflicts: Secret Wars,2011.0,0.03
Tomb Raider: Legend,2006.0,0.52
Cannon Fodder 3,2012.0,0.0
Sega Genesis Classics,2018.0,0.1
Just Dance 2019,2018.0,0.76
One Piece: Unlimited World Red Deluxe Edition,2017.0,0.01
Brave: The Video Game,2012.0,0.01
Just Dance 2016,2015.0,0.36
Sonic Forces,2017.0,0.74
Dark Cloud,2001.0,1.54
DJ Max Technika Tune,2012.0,0.01
Gradius V,2004.0,0.09
Spider-Man: Edge of Time,2011.0,0.12
FIFA Soccer World Championship,2000.0,0.83
Who Wants to Be a Millionaire: 3rd Edition,2010.0,0.1
Rock Band 3,2010.0,0.09
Transformers: Dark of the Moon,2011.0,0.35
The Polar Express,2004.0,0.23
The King of Fighters 02/03,2005.0,0.03
Poker for Dummies,2008.0,0.01
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,0.08
Naruto Shippuden: Ultimate Ninja Storm Legacy,2017.0,0.14
Cars 2,2011.0,0.9
Puyo Puyo Sun Ketteiban,1997.0,1.15
The Price is Right,2008.0,0.82
Break 'Em All,2006.0,0.12
Six Flags Fun Park,2009.0,0.4
Land of the Dead: Road to Fiddler's Green,2005.0,0.06
Growlanser VI: Precarious World,2007.0,0.05
Undead Knights,2009.0,0.12
Endless Ocean,2008.0,1.06
Boxer's Road,1995.0,0.36
Secret Weapons Over Normandy,2003.0,0.0
Crusader Kings: Complete Pack,2010.0,0.0
Destiny 2,2017.0,0.16
NCAA Football 07,2006.0,0.37
Alpha and Omega,2010.0,0.07
Moe Star: Moeru Toudai Eigojuku,2008.0,0.02
Time Crisis 3,2003.0,0.61
S.C.A.R.S,1998.0,0.08
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,1997.0,0.16
Orphen: Scion of Sorcery,2000.0,0.31
Panzer Dragoon II Zwei,1996.0,0.31
A Bug's Life,1998.0,2.79
Karaoke Revolution,2009.0,0.1
Namco Museum Megamix,2010.0,0.19
The Dwarves,2016.0,0.01
Kidou Senshi Gundam: Giren no Yabou,1998.0,0.25
Watch Dogs,2014.0,0.13
Gakuen Alice: KiraKira * Memory Kiss,2006.0,0.01
Digimon Rumble Arena 2,2004.0,0.09
Forza Motorsport 5,2013.0,2.4
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010.0,0.03
WWE SmackDown! vs. Raw,2004.0,2.83
Shin Hayarigami 2,2016.0,0.03
Gadget Racers,2001.0,0.08
Ar tonelico: Melody of Elemia,2007.0,0.1
LifeSigns: Surgical Unit,2007.0,0.01
Tony Hawk's Proving Ground,2007.0,0.66
Fallout Anthology,2015.0,0.01
Dungeons - The Dark Lord,2011.0,0.02
Dino Crisis 3,2003.0,0.14
International Superstar Soccer Pro '98,1998.0,0.42
James Bond 007: Nightfire,2002.0,0.78
Wordfish,2008.0,0.08
Deal or No Deal: Special Edition,2010.0,0.04
Petz: Hamsterz Bunch,2009.0,0.07
Syphon Filter 3,2001.0,0.52
PDC World Championship Darts: Pro Tour,2010.0,0.11
NBA 2K11,2010.0,0.41
F1 2010,2010.0,1.34
RLH: Run Like Hell,2002.0,0.1
The Simpsons: Road Rage,2001.0,0.24
Brave Story: Boku no Kioku to Negai,2006.0,0.02
Nazo Waku Yakata: Oto no Ma ni Ma ni,2011.0,0.05
Medal of Honor: Frontline,2002.0,1.49
Dreamer Series: Pop Star,2009.0,0.07
Summon Night: Swordcraft Story,2006.0,0.02
LEGO Battles,2009.0,1.29
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,2007.0,0.01
R-Type III: The Third Lightning,2004.0,0.03
Grand Kingdom,2016.0,0.14
PilotWings Resort,2011.0,0.96
Brain Training for Dummies,2008.0,0.01
Killing Zone,1996.0,0.06
Ridge Racer,2012.0,0.18
Rise of the Tomb Raider,2015.0,0.37
Dinotopia: The Sunstone Odyssey,2003.0,0.02
Shape Up,2014.0,0.18
Downforce,2002.0,0.05
Dragon Age: Origins - Ultimate Edition,2010.0,0.14
La Corda d'Oro 2ff,2017.0,0.01
Monster Jam: Crush It,2017.0,0.04
Secret Service: Ultimate Sacrifice,2008.0,0.07
Charlie's Angels,2003.0,0.02
Defender,2002.0,0.09
Dynasty Warriors 2,2000.0,0.83
Ferrari Challenge Trofeo Pirelli,2008.0,0.0
TimeShift,2007.0,0.41
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,1998.0,0.59
K-1 Grand Prix,2000.0,0.01
Famicom Mini: Balloon Fight,2004.0,0.06
X-Men: Children of the Atom,1996.0,0.21
Silent Hill: Downpour,2012.0,0.47
Sally's Salon,2008.0,0.13
WRC 5: FIA World Rally Championship,2015.0,0.01
My Amusement Park,2010.0,0.06
The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,0.04
Phantom Crash,2002.0,0.05
Kazoku Keikaku,2010.0,0.02
The Adventures of Tintin: The Game,2011.0,0.24
Genroh,2012.0,0.02
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010.0,0.03
Toaru Majutsu to Kagaku no Ensemble,2013.0,0.03
NHL 2K9,2008.0,0.13
Duel Masters: Shadow of the Code,2005.0,0.01
Koukou Yakyuu Dou DS,2009.0,0.01
Defender of the Crown,2002.0,0.0
Midnight Club 3: DUB Edition,2005.0,0.74
Gladius,2003.0,0.2
Class of Heroes,2009.0,0.14
Tokyo Friend Park II DS,2006.0,0.02
Family Feud: 2010 Edition,2009.0,0.62
Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,2014.0,0.01
Kingdom Hearts: The Story So Far,2018.0,0.2
Crime Crackers,1994.0,0.1
Malice: Two Sisters,2015.0,0.0
Ice Age: Dawn of the Dinosaurs,2009.0,0.02
Marine Life Rescue,2011.0,0.0
Marvel Avengers: Battle for Earth,2012.0,0.12
Tyranny,2016.0,0.02
Shantae and the Pirate's Curse,2016.0,0.1
Medal of Honor: Airborne,2007.0,1.1
The Darkness II,2012.0,0.14
Rock Blast,2010.0,0.02
Pirates of the Caribbean: At World's End,2007.0,0.42
Sega GT,2000.0,0.13
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",2010.0,0.01
EVE Online,2003.0,0.2
Peggle: Dual Shot,2009.0,0.12
Pokémon Channel,2003.0,0.38
Diabolik Lovers: Vandead Carnival,2014.0,0.03
SimAnimals Africa,2009.0,0.1
Split/Second,2010.0,0.73
Mahjong * Dream C Club,2012.0,0.02
Pro Evolution Soccer 2010,2009.0,0.81
Discworld,1995.0,0.06
Science Papa,2009.0,0.11
The Sims 4 Seasons,2018.0,0.05
NBA 2K Playgrounds 2,2018.0,0.14
Project: Horned Owl,1996.0,0.11
The King of Fighters NESTS Collection,2007.0,0.01
Monster Jam,2007.0,0.24
Initial D: Street Stage,2006.0,0.1
Outdoors Unleashed: Africa 3D,2011.0,0.01
